interaction_id,lead_id,employee_id,interaction_date,interaction_type,customer_response,objection_category,follow_up_required,next_follow_up_date,interaction_outcome,remarks
265,94,11,2026-04-18,Call,No Response,No Objection,False,,Lost,Quotation shared successfully.
266,95,11,2024-02-19,WhatsApp,Very Interested,No Objection,True,2024-02-23,Converted,Quotation shared successfully.
267,95,12,2024-02-23,Call,Interested,No Objection,True,2024-02-27,Converted,Customer is interested in proceeding.
268,95,1,2024-02-25,WhatsApp,Interested,No Objection,True,2024-02-27,Converted,Customer is interested in proceeding.
269,95,4,2024-02-27,Call,Interested,No Objection,False,,Converted,Quotation shared successfully.
270,96,1,2024-02-02,SMS,Interested,No Objection,True,2024-02-05,Converted,Quotation shared successfully.
271,96,9,2024-02-08,WhatsApp,Interested,No Objection,False,,Converted,Quotation shared successfully.
272,97,4,2025-09-06,Email,Need More Information,Family Decision,True,2025-09-10,Follow-up Scheduled,Waiting for family confirmation.
273,97,2,2025-09-06,SMS,Need More Information,Travel Date Issue,True,2025-09-10,Follow-up Scheduled,Requested a different departure date.
274,97,6,2025-09-14,WhatsApp,Need More Information,Office Leave,False,,Quotation Shared,Customer will confirm after leave approval.
275,98,4,2024-11-18,WhatsApp,Need Time,Family Decision,True,2024-11-23,Follow-up Scheduled,Waiting for family confirmation.
276,98,8,2024-11-20,WhatsApp,Need Time,Family Decision,False,,Quotation Shared,Waiting for family confirmation.
277,99,12,2024-04-07,Email,Interested,No Objection,True,2024-04-12,Converted,Quotation shared successfully.
278,99,3,2024-04-13,Call,Very Interested,No Objection,False,,Converted,Customer is interested in proceeding.
279,100,10,2023-09-23,Call,Need Time,Travel Date Issue,True,2023-09-25,Follow-up Scheduled,Travel dates do not match schedule.
280,100,7,2023-09-25,Call,Interested,No Objection,True,2023-10-02,Follow-up Scheduled,Booking confirmed.
281,100,9,2023-09-25,Call,Need Time,Need Customization,True,2023-09-29,Follow-up Scheduled,Customer requested a customized itinerary.
282,100,4,2023-10-06,WhatsApp,Interested,No Objection,False,,Quotation Shared,Customer appreciated the itinerary.
283,101,10,2025-03-28,Call,Interested,No Objection,False,,Quotation Shared,Quotation shared successfully.
284,103,8,2025-11-12,Call,Interested,No Objection,True,2025-11-14,Follow-up Scheduled,Quotation shared successfully.
285,103,7,2025-11-16,WhatsApp,Interested,No Objection,False,,Quotation Shared,Quotation shared successfully.
286,104,2,2026-09-03,WhatsApp,Need Time,Travel Date Issue,True,2026-09-09,Follow-up Scheduled,Travel dates do not match schedule.
287,104,11,2026-09-08,Call,No Response,No Objection,False,,Quotation Shared,Customer appreciated the itinerary.
288,105,6,2026-01-17,Call,Very Interested,No Objection,True,2026-01-20,Converted,Booking confirmed.
289,105,12,2026-01-21,Call,Very Interested,No Objection,True,2026-01-28,Converted,Customer appreciated the itinerary.
290,105,3,2026-01-23,Call,Interested,No Objection,True,2026-01-28,Converted,Customer appreciated the itinerary.
291,105,8,2026-01-27,Email,Interested,No Objection,True,2026-02-02,Converted,Booking confirmed.
292,105,2,2026-01-28,WhatsApp,Very Interested,No Objection,False,,Converted,Quotation shared successfully.
293,106,3,2026-02-02,WhatsApp,Not Interested,Payment Issue,True,2026-02-06,Lost,Requested EMI option.
294,106,7,2026-02-08,WhatsApp,Not Interested,Travel Date Issue,False,,Lost,Requested a different departure date.
295,107,8,2026-05-27,WhatsApp,Need Time,Need Customization,True,2026-06-02,Follow-up Scheduled,Asked to include extra sightseeing.
296,107,12,2026-06-01,Call,No Response,No Objection,False,,Quotation Shared,Quotation shared successfully.
297,108,2,2025-12-05,Call,Interested,No Objection,True,2025-12-11,Follow-up Scheduled,Booking confirmed.
298,108,5,2025-12-05,Email,Need Time,Competitor,False,,Quotation Shared,Waiting for competitor quotation.
299,109,10,2025-10-31,Email,Interested,No Objection,False,,Quotation Shared,Booking confirmed.
300,110,10,2024-08-09,WhatsApp,Not Interested,Budget Issue,True,2024-08-15,Lost,Customer requested a lower-priced package.
301,110,9,2024-08-15,Email,Not Interested,Budget Issue,True,2024-08-22,Lost,Waiting for salary before confirming.
302,110,5,2024-08-17,Call,No Response,No Objection,True,2024-08-24,Lost,Quotation shared successfully.
303,110,4,2024-08-25,WhatsApp,No Response,No Objection,True,2024-08-29,Lost,Customer is interested in proceeding.
304,110,5,2024-08-22,Call,Not Interested,Travel Date Issue,True,2024-08-28,Lost,Office leave not approved yet.
305,110,6,2024-08-25,WhatsApp,Not Interested,Budget Issue,False,,Lost,Budget exceeds customer's expectation.
306,111,1,2024-02-11,Email,Very Interested,No Objection,True,2024-02-13,Converted,Quotation shared successfully.
307,111,1,2024-02-13,Call,Interested,No Objection,True,2024-02-17,Converted,Customer is interested in proceeding.
308,111,7,2024-02-18,Email,Very Interested,No Objection,True,2024-02-20,Converted,Booking confirmed.
309,111,7,2024-02-16,Email,Interested,No Objection,False,,Converted,Booking confirmed.
310,112,11,2025-10-19,Call,Interested,No Objection,True,2025-10-21,Converted,Customer appreciated the itinerary.
311,112,2,2025-10-24,Call,Very Interested,No Objection,True,2025-10-28,Converted,Quotation shared successfully.
312,112,2,2025-10-26,WhatsApp,Interested,No Objection,True,2025-11-02,Converted,Customer is interested in proceeding.
313,112,9,2025-11-05,Email,Interested,No Objection,True,2025-11-12,Converted,Customer appreciated the itinerary.
314,112,6,2025-10-28,Email,Interested,No Objection,False,,Converted,Customer is interested in proceeding.
315,113,4,2024-09-28,WhatsApp,Need More Information,Budget Issue,True,2024-10-03,Follow-up Scheduled,Budget exceeds customer's expectation.
316,113,12,2024-10-01,WhatsApp,Need Time,Budget Issue,True,2024-10-06,Follow-up Scheduled,Budget exceeds customer's expectation.
317,113,11,2024-10-04,WhatsApp,Need Time,Budget Issue,True,2024-10-09,Follow-up Scheduled,Budget exceeds customer's expectation.
318,113,7,2024-10-04,Call,Need More Information,Budget Issue,False,,Quotation Shared,Budget exceeds customer's expectation.
319,114,7,2025-03-20,Email,Need More Information,Family Decision,True,2025-03-22,Follow-up Scheduled,Spouse approval pending.
320,114,4,2025-03-22,Call,Interested,No Objection,True,2025-03-26,Follow-up Scheduled,Customer is interested in proceeding.
321,114,4,2025-04-01,WhatsApp,Interested,No Objection,True,2025-04-07,Follow-up Scheduled,Quotation shared successfully.
322,114,3,2025-04-05,Email,Need More Information,Budget Issue,False,,Quotation Shared,Budget exceeds customer's expectation.
323,115,11,2025-11-30,WhatsApp,Need More Information,Budget Issue,True,2025-12-06,Follow-up Scheduled,Budget exceeds customer's expectation.
324,115,2,2025-12-05,Email,Need Time,Office Leave,True,2025-12-08,Follow-up Scheduled,Customer will confirm after leave approval.
325,115,1,2025-12-04,Call,Need Time,Budget Issue,False,,Quotation Shared,Budget exceeds customer's expectation.
326,116,1,2025-05-09,Call,Very Interested,No Objection,True,2025-05-15,Converted,Customer is interested in proceeding.
327,116,6,2025-05-11,Call,Interested,No Objection,True,2025-05-15,Converted,Customer appreciated the itinerary.
328,116,12,2025-05-16,WhatsApp,Interested,No Objection,True,2025-05-23,Converted,Customer appreciated the itinerary.
329,116,5,2025-05-14,Call,Interested,No Objection,False,,Converted,Quotation shared successfully.
330,117,2,2025-08-16,Call,Interested,No Objection,True,2025-08-18,Converted,Customer is interested in proceeding.
331,117,2,2025-08-18,Call,Very Interested,No Objection,True,2025-08-24,Converted,Customer appreciated the itinerary.
332,117,6,2025-08-25,WhatsApp,Interested,No Objection,True,2025-09-01,Converted,Customer is interested in proceeding.
333,117,3,2025-08-23,Call,Interested,No Objection,True,2025-08-25,Converted,Booking confirmed.
334,117,9,2025-08-27,Call,Very Interested,No Objection,False,,Converted,Customer appreciated the itinerary.
335,118,11,2025-11-08,Call,Need Time,Travel Date Issue,False,,Quotation Shared,Travel dates do not match schedule.
336,119,8,2025-04-16,WhatsApp,Very Interested,No Objection,True,2025-04-22,Converted,Customer appreciated the itinerary.
337,119,5,2025-04-19,WhatsApp,Interested,No Objection,True,2025-04-23,Converted,Customer appreciated the itinerary.
338,119,12,2025-04-22,Email,Interested,No Objection,False,,Converted,Customer appreciated the itinerary.
339,120,12,2025-11-30,Call,Not Interested,Family Decision,True,2025-12-02,Lost,Spouse approval pending.
340,120,7,2025-12-02,Email,No Response,No Objection,True,2025-12-06,Lost,Customer appreciated the itinerary.
341,120,4,2025-12-03,Call,Not Interested,Health Issue,False,,Lost,Customer postponed due to health reasons.
342,121,10,2026-04-19,Call,Interested,No Objection,True,2026-04-21,Converted,Customer appreciated the itinerary.
343,121,11,2026-04-25,Call,Very Interested,No Objection,True,2026-04-27,Converted,Booking confirmed.
344,121,3,2026-04-26,Call,Interested,No Objection,True,2026-05-02,Converted,Quotation shared successfully.
345,121,7,2026-05-03,WhatsApp,Interested,No Objection,False,,Converted,Customer appreciated the itinerary.
346,122,11,2025-05-26,Call,Interested,No Objection,True,2025-05-28,Converted,Customer is interested in proceeding.
347,122,2,2025-05-28,Call,Very Interested,No Objection,False,,Converted,Customer appreciated the itinerary.
348,123,2,2025-03-19,WhatsApp,No Response,No Objection,True,2025-03-23,Lost,Booking confirmed.
349,123,11,2025-03-21,Call,Not Interested,Office Leave,True,2025-03-28,Lost,Waiting for office leave approval.
350,123,5,2025-03-24,Call,Not Interested,Health Issue,True,2025-03-27,Lost,Customer postponed due to health reasons.
351,123,8,2025-03-29,Call,No Response,No Objection,True,2025-03-31,Lost,Quotation shared successfully.
352,123,1,2025-04-09,Call,No Response,No Objection,False,,Lost,Booking confirmed.
353,124,8,2024-12-10,WhatsApp,Interested,No Objection,True,2024-12-14,Converted,Booking confirmed.
354,124,11,2024-12-15,WhatsApp,Interested,No Objection,True,2024-12-18,Converted,Customer is interested in proceeding.
355,124,4,2024-12-15,Call,Very Interested,No Objection,False,,Converted,Customer is interested in proceeding.
356,125,8,2026-04-21,Call,Need Time,Family Decision,True,2026-04-23,Follow-up Scheduled,Spouse approval pending.
357,125,3,2026-04-23,Call,Need Time,Need Customization,False,,Quotation Shared,Customer requested a customized itinerary.
358,126,3,2025-09-25,Call,Need Time,Budget Issue,True,2025-10-01,Follow-up Scheduled,Budget exceeds customer's expectation.
359,126,6,2025-09-28,Email,Need Time,Travel Date Issue,True,2025-10-05,Follow-up Scheduled,Requested a different departure date.
360,126,1,2025-09-30,WhatsApp,Need More Information,Budget Issue,False,,Quotation Shared,Budget exceeds customer's expectation.
361,127,2,2026-01-12,Call,Interested,No Objection,False,,Quotation Shared,Customer appreciated the itinerary.
362,128,2,2025-10-31,Call,Very Interested,No Objection,True,2025-11-07,Converted,Customer is interested in proceeding.
363,128,1,2025-11-04,Call,Interested,No Objection,False,,Converted,Customer is interested in proceeding.
364,129,11,2025-07-04,Call,Very Interested,No Objection,True,2025-07-08,Converted,Customer appreciated the itinerary.
365,129,5,2025-07-09,Call,Very Interested,No Objection,True,2025-07-11,Converted,Booking confirmed.
366,129,2,2025-07-06,Call,Interested,No Objection,False,,Converted,Booking confirmed.
367,130,11,2025-06-29,Call,Need Time,Travel Date Issue,True,2025-07-04,Follow-up Scheduled,Requested a different departure date.
368,130,1,2025-06-30,Call,Need More Information,Budget Issue,True,2025-07-05,Follow-up Scheduled,Budget exceeds customer's expectation.
369,130,10,2025-07-06,WhatsApp,Need More Information,Family Decision,False,,Quotation Shared,Spouse approval pending.
370,131,4,2025-02-24,WhatsApp,Interested,No Objection,True,2025-03-01,Follow-up Scheduled,Customer is interested in proceeding.
371,131,1,2025-03-01,Call,Need More Information,Budget Issue,True,2025-03-07,Follow-up Scheduled,Budget exceeds customer's expectation.
372,131,1,2025-02-28,Call,Need Time,Payment Issue,False,,Quotation Shared,Requested EMI option.
373,132,7,2024-01-05,WhatsApp,Need More Information,Family Decision,True,2024-01-07,Follow-up Scheduled,Waiting for family confirmation.
374,132,6,2024-01-06,Call,Interested,No Objection,False,,Quotation Shared,Booking confirmed.
375,133,1,2025-06-05,Call,Interested,No Objection,True,2025-06-07,Converted,Customer is interested in proceeding.
376,133,11,2025-06-09,Call,Interested,No Objection,True,2025-06-11,Converted,Customer is interested in proceeding.
377,133,9,2025-06-10,Call,Very Interested,No Objection,False,,Converted,Quotation shared successfully.
378,134,1,2024-03-26,WhatsApp,Interested,No Objection,True,2024-03-31,Converted,Quotation shared successfully.
379,134,10,2024-03-30,WhatsApp,Interested,No Objection,False,,Converted,Customer appreciated the itinerary.
380,135,2,2025-08-19,Email,Very Interested,No Objection,True,2025-08-24,Converted,Customer is interested in proceeding.
381,135,3,2025-08-23,WhatsApp,Very Interested,No Objection,True,2025-08-25,Converted,Customer is interested in proceeding.
382,135,7,2025-08-21,Email,Very Interested,No Objection,True,2025-08-26,Converted,Booking confirmed.
383,135,3,2025-08-31,Email,Very Interested,No Objection,False,,Converted,Customer appreciated the itinerary.
384,136,4,2026-05-09,Call,Interested,No Objection,True,2026-05-13,Converted,Booking confirmed.
385,136,7,2026-05-13,SMS,Very Interested,No Objection,False,,Converted,Customer is interested in proceeding.
386,137,5,2026-04-08,Call,Very Interested,No Objection,True,2026-04-11,Converted,Customer appreciated the itinerary.
387,137,2,2026-04-09,Email,Very Interested,No Objection,True,2026-04-12,Converted,Customer is interested in proceeding.
388,137,6,2026-04-11,Call,Very Interested,No Objection,False,,Converted,Customer appreciated the itinerary.
389,138,7,2024-02-19,WhatsApp,No Response,No Objection,False,,Quotation Shared,Booking confirmed.
390,139,8,2024-04-01,Call,Very Interested,No Objection,True,2024-04-04,Converted,Customer is interested in proceeding.
391,139,5,2024-04-04,WhatsApp,Very Interested,No Objection,True,2024-04-07,Converted,Customer appreciated the itinerary.
392,139,8,2024-04-09,Call,Interested,No Objection,False,,Converted,Quotation shared successfully.
393,140,9,2024-12-08,Call,Not Interested,Need Customization,True,2024-12-10,Lost,Asked to include extra sightseeing.
394,140,9,2024-12-11,Call,Not Interested,Budget Issue,False,,Lost,Waiting for salary before confirming.
395,141,11,2024-08-10,WhatsApp,No Response,No Objection,True,2024-08-14,Follow-up Scheduled,Customer appreciated the itinerary.
396,141,2,2024-08-13,WhatsApp,Interested,No Objection,False,,Quotation Shared,Quotation shared successfully.
397,142,9,2025-12-18,Call,No Response,No Objection,False,,Quotation Shared,Customer is interested in proceeding.
398,143,7,2026-04-09,Call,Very Interested,No Objection,True,2026-04-14,Converted,Booking confirmed.
399,143,11,2026-04-12,WhatsApp,Very Interested,No Objection,True,2026-04-15,Converted,Customer appreciated the itinerary.
400,143,10,2026-04-19,Call,Interested,No Objection,True,2026-04-24,Converted,Customer appreciated the itinerary.
